Project ID,Voluntary Registry,Voluntary Status,Scope,Type,Country,"Total Credits 
Issued",1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CAR1357,CAR,Registered,Forestry & Land Use,Mixed,Mexico,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0
CAR1358,CAR,Registered,Forestry & Land Use,Mixed,Mexico,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
CAR1359,CAR,Registered,Forestry & Land Use,Mixed,Mexico,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0
CAR1360,CAR,Registered,Forestry & Land Use,Mixed,Mexico,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0
CAR1361,CAR,Registered,Forestry & Land Use,Mixed,Mexico,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0
CAR1362,CAR,Registered,Forestry & Land Use,Mixed,Mexico,3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0
CAR1363,CAR,Registered,Forestry & Land Use,Mixed,Mexico,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0
CAR1364,CAR,Registered,Forestry & Land Use,Mixed,Mexico,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
CAR1365,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1366,CAR,Registered,Forestry & Land Use,Mixed,Mexico,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0
CAR1367,CAR,Completed,Chemical Processes,Reduction,United States,58918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58918,0,0,0
CAR1368,CAR,Registered,Forestry & Land Use,Mixed,United States,494904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472013,0,0
CAR1372,CAR,Registered,Waste Management,Reduction,United States,168613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63865,14053,-2391
CAR1373,CAR,Registered,Forestry & Land Use,Mixed,United States,632882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105554,32804,0
CAR1374,CAR,Registered,Forestry & Land Use,Mixed,United States,542064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93356,34075,0
CAR1375,CAR,Registered,Forestry & Land Use,Mixed,Mexico,4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4474,0
CAR1376,CAR,Completed,Chemical Processes,Reduction,United States,96280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96280,0,0
CAR1377,CAR,Registered,Forestry & Land Use,Mixed,Mexico,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045,-1867,0
CAR1378,CAR,Completed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1379,CAR,Completed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1380,CAR,Completed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1381,CAR,Listed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1382,CAR,Listed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1384,CAR,Listed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1385,CAR,Listed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1386,CAR,Completed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1387,CAR,Registered,Forestry & Land Use,Mixed,Mexico,11417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11417,-530,0
CAR1388,CAR,Registered,Forestry & Land Use,Mixed,Mexico,14402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14402,-10876,-187
CAR1389,CAR,Registered,Agriculture,Reduction,United States,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
CAR1391,CAR,Registered,Forestry & Land Use,Mixed,United States,998971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401548,0,0
CAR1392,CAR,Registered,Forestry & Land Use,Mixed,Mexico,31059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9891,-8438,20549
CAR1393,CAR,Completed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1396,CAR,Registered,Agriculture,Reduction,United States,3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476,-3476,0
CAR1398,CAR,Listed,Forestry & Land Use,Reduction,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1399,CAR,Registered,Forestry & Land Use,Mixed,Mexico,11639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,0
CAR1401,CAR,Registered,Chemical Processes,Reduction,United States,119156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118413,0,0
CAR1402,CAR,Completed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1403,CAR,Listed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1404,CAR,Completed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1405,CAR,Completed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1406,CAR,Completed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1407,CAR,Completed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1408,CAR,Listed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1409,CAR,Listed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1411,CAR,Registered,Forestry & Land Use,Mixed,Mexico,14938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,0
CAR1412,CAR,Registered,Chemical Processes,Reduction,United States,24304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24304,0,0
CAR1413,CAR,Completed,Chemical Processes,Reduction,United States,87667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87667,0,0
CAR1415,CAR,Registered,Forestry & Land Use,Mixed,Mexico,12392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2852,-1895
CAR1418,CAR,Registered,Chemical Processes,Reduction,United States,49687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49687,0
CAR1424,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1425,CAR,Registered,Forestry & Land Use,Reduction,United States,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,0,0
CAR1426,CAR,Completed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1428,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1429,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1432,CAR,Registered,Forestry & Land Use,Mixed,Mexico,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397,0
CAR1433,CAR,Registered,Forestry & Land Use,Mixed,Mexico,2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522,0
CAR1434,CAR,Registered,Forestry & Land Use,Mixed,Mexico,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,0
CAR1435,CAR,Registered,Forestry & Land Use,Mixed,Mexico,1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637,0
CAR1436,CAR,Registered,Forestry & Land Use,Mixed,United States,1556228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1282518,1556228,0
CAR1437,CAR,Registered,Forestry & Land Use,Mixed,Mexico,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0
CAR1438,CAR,Registered,Forestry & Land Use,Mixed,Mexico,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,0
CAR1439,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1440,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1441,CAR,Registered,Chemical Processes,Reduction,United States,78211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76949,0,0
CAR1442,CAR,Listed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1443,CAR,Registered,Forestry & Land Use,Mixed,Mexico,21668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676,0
CAR1445,CAR,Registered,Forestry & Land Use,Mixed,Mexico,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,0
CAR1446,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1447,CAR,Registered,Forestry & Land Use,Mixed,Mexico,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,0
CAR1448,CAR,Registered,Forestry & Land Use,Mixed,Mexico,8206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8206,0
CAR1449,CAR,Registered,Forestry & Land Use,Mixed,Mexico,7569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569,0
CAR1450,CAR,Registered,Forestry & Land Use,Mixed,Mexico,6637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6637,0
CAR1451,CAR,Registered,Forestry & Land Use,Mixed,Mexico,3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3270,0
CAR1452,CAR,Registered,Forestry & Land Use,Mixed,Mexico,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0
CAR1453,CAR,Registered,Forestry & Land Use,Mixed,Mexico,3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3225,0
CAR1454,CAR,Registered,Forestry & Land Use,Mixed,Mexico,5295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5295,0
CAR1455,CAR,Registered,Forestry & Land Use,Mixed,Mexico,35749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35720,-5154
CAR1456,CAR,Registered,Chemical Processes,Reduction,United States,127338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127338,0,0
CAR1458,CAR,Registered,Chemical Processes,Reduction,United States,84267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84267,0
CAR1459,CAR,Listed,Agriculture,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1460,CAR,Listed,Forestry & Land Use,Reduction,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1461,CAR,Registered,Forestry & Land Use,Mixed,Mexico,35344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35344,-32609
CAR1462,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1463,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1464,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1465,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1480,CAR,Registered,Chemical Processes,Reduction,United States,1268775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052220,-32462
CAR1481,CAR,Registered,Chemical Processes,Reduction,United States,56964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12234,56964,0
CAR1484,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1485,CAR,Listed,Forestry & Land Use,Reduction,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1486,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1487,CAR,Listed,Forestry & Land Use,Impermanent Removal,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1489,CAR,Listed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1490,CAR,Listed,Forestry & Land Use,Impermanent Removal,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1491,CAR,Listed,Forestry & Land Use,Impermanent Removal,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1492,CAR,Listed,Forestry & Land Use,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1493,CAR,Registered,Chemical Processes,Reduction,United States,70708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70708,0
CAR1494,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1495,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1496,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1497,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1498,CAR,Registered,Chemical Processes,Reduction,United States,60731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60731
CAR1499,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1500,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1505,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1506,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1507,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1508,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1509,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1510,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1511,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1513,CAR,Listed,Agriculture,Mixed,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1514,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1515,CAR,Registered,Chemical Processes,Reduction,United States,122101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122101
CAR1516,CAR,Listed,Agriculture,Reduction,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1517,CAR,Listed,Agriculture,Reduction,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1521,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1522,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1523,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1524,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1525,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1526,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1527,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1528,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1529,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1530,CAR,Listed,Waste Management,Reduction,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1531,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1532,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1542,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1543,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1544,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1545,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1546,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1547,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1548,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1549,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1550,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1551,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1552,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1553,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1558,CAR,Listed,Waste Management,Reduction,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1559,CAR,Listed,Agriculture,Reduction,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1560,CAR,Listed,Chemical Processes,Reduction,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR1569,CAR,Listed,Forestry & Land Use,Mixed,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR393,CAR,Completed,Agriculture,Reduction,United States,49522,0,0,0,0,0,0,0,0,0,0,0,0,0,21681,0,0,0,-4847,0,27841,0,-44675,0,0,0,0,0
CAR396,CAR,Completed,Agriculture,Reduction,United States,31193,0,0,0,0,0,0,0,0,0,0,0,0,0,13926,-115,-555,-467,-1415,0,0,0,-11000,-140,0,0,0,0
CAR397,CAR,Completed,Agriculture,Reduction,United States,9303,0,0,0,0,0,0,0,0,0,0,0,0,0,8672,0,0,0,0,0,0,-700,-7967,-5,0,0,0,0
CAR398,CAR,Completed,Waste Management,Reduction,United States,472314,0,0,0,0,0,0,0,0,0,0,0,0,0,87912,244346,135056,0,-1661,-120751,-300,-109336,-750,-1057,-9750,-397,-1000,0
CAR399,CAR,Completed,Waste Management,Reduction,United States,169589,0,0,0,0,0,0,0,0,0,0,0,0,0,54484,59953,43993,11159,0,0,-1393,-8605,-26000,-5562,0,0,-10089,0
CAR400,CAR,Registered,Waste Management,Reduction,United States,1369400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53578,-33578,68699,114521,11668,169933,-222595,-49256,-33597,-13643,395850,190657,0
CAR402,CAR,Completed,Agriculture,Reduction,United States,151565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34939,15493,35594,0,1607,26525,0,-86722,0,0,0,0,0
CAR403,CAR,Registered,Waste Management,Reduction,United States,301063,0,0,0,0,0,0,0,0,0,0,0,0,0,27650,76718,35871,35445,56484,32798,0,0,-67621,0,0,-72618,-13874,0
CAR406,CAR,Registered,Waste Management,Reduction,United States,424257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10360,11210,29887,29478,33031,-33031,0,36593,-66073,-4053,0,0,0
