Project ID,Registry,Voluntary_Status,Scope,Type,Country,Total_Credits,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
GS1334,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Madagascar,23738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3465,3132,2869,0,2410,11772,90
GS1348,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3915
GS1350,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Taiwan,79266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,5178,63171,10038
GS1359,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Uganda,66708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,8498,11863,9404,9801,9801,5162,7424,3255
GS1363,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,47375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46938,437
GS1364,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,366713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,99589,22948,54158,28580,67700,93360
GS1365,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Peru,142809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,22000,1015,32577,14413,11782,14188,30667,15601
GS1367,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Honduras,20755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2474,3328,4364,1889,8700
GS1368,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,203438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,24626,121562,41250
GS1382,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,15558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15558
GS1383,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,115715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115715,0,0
GS1693,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,China,8528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8528
GS1741,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,China,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473
GS2091,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,China,57516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10977,24898,20269,1149,0,223,0,0
GS2092,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,China,95016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5620,29364,40696,19336,0,0,0,0
GS2094,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Ghana,1251525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1906,54582,50181,68746,382699,269160,424251
GS2095,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Laos,108868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9210,10062,4776,17102,5588,5353,56777
GS2290,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Brazil,40004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,12891,25674
GS2293,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,India,77812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18745,31985,21264,2473,3345
GS2295,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Myanmar,9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1214,1686,3526,2249
GS2296,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Uganda,171895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690,72,29253,9731,62441,67708
GS2394,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Myanmar,10325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,1482,7393
GS2395,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Myanmar,6698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,895,3781
GS2396,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Industrial_Commercial,Reduction,China,66185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9204,32018,12588,0,126,1419,1628,9202,0
GS2397,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,9601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7451,2150,0,0,0
GS2398,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,9525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4643,4882,0,0,0
GS2405,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,92640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43079,49561,0,0,0,0
GS2421,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Bolivia,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,461,338,1694
GS2429,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,China,23670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,55,1375,8211,3386,6643
GS2435,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Mongolia,48511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30790,3591,165,1057,5517,741,6595,55
GS2439,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Guatemala,28925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,4127,8066,3841,8058,4621
GS2440,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Honduras,6648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,938,4560,600,0
GS2441,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Mexico,166100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80008,1184,62300,6767,9014,6827
GS2442,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Industrial_Commercial,Reduction,China,85819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47027,38017,0,0,0,775,0,0
GS2444,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,215603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169313,19670,16937,9671,12
GS2445,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,245621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25250,220371,0,0,0,0
GS2446,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,138419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48614,3691,15522,70592
GS2447,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,127319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61870,11226,1313,52910
GS2449,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,8564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,7329,0,0,0
GS2456,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Burkina Faso,21010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4867,0,2292,3283,10568
GS2457,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Kenya,17600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2681,1000,13919,0,0,0
GS2460,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Industrial_Commercial,Reduction,China,496844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2471,94785,719,12088,108462,16943,160857,100519
GS2464,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,135663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,7263,66183,59659,1595
GS2468,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,63618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13038,47190,831,1979,580
GS2479,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Uganda,66565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18130,673,19420,6733,11834,7575,2200
GS2480,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Uganda,57958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5178,7223,21216,10987,0,0,12492,862
GS2481,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Uganda,64408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7520,8378,4045,13031,670,19579,3072,8113
GS2487,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,25698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,1266,0,857,1042,0,3554,3272,10707
GS2488,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,35254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7944,0,0,514,0,0,18752,8044
GS2490,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Laos,11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11800
GS2497,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,75422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8780,0,50151,16491,0
GS2499,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,159796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11597,77635,4500,1742,46835,16818,669
GS2501,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,189753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25200,52400,30070,3822,840,26275,47194,3933
GS2502,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,254310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,5000,18233,2872,210390,16815
GS2503,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,362844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1108,10007,10667,153679,65520,95254,18551,7991
GS2510,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Laos,49829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49829
GS2514,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,DRC,3824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,642,1114,1111,570
GS2519,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,India,399670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36761,62469,68951,73131,11572,60840,44162,41784
GS2520,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,India,167225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63098,19250,24994,19919,8047,31410,507
GS2525,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Waste_Management,Reduction,Vietnam,74518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74518
GS2528,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Tanzania,25159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786,2799,18709,865
GS2534,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,7265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2464,890,0,3911,0,0,0,0
GS2540,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,India,31286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8734,860,3706,5233,12753
GS2542,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,21526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5790,0,15736
GS2543,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,17054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15107,1947
GS2544,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,302965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17579,54806,118706,53529,58345
GS2545,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,379306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52761,38403,39989,234441,13712
GS2546,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,185986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120962,26898,31066,7060
GS2553,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,351849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103,124265,114575,83872,2798,3716,0,20520,0
GS2564,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Haiti,47913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,9154,0,21259
GS2587,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,2045,0,0,0
GS2588,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,118258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83227,29885,4030,66,0,0,1050
GS2640,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,China,266301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103125,23708,67627,71841
GS2641,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,China,160890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41628,70200,49062
GS2644,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,China,176289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12411,55880,107998
GS2664,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,China,250199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25053,83585,141561
GS2665,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,China,178183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52144,47142,78897
GS2678,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,12380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8600,3600,180,0,0,0,0
GS2679,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,39802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38241,0,0,1518,43
GS2680,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,15330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872,2302,7300,0,0,2856,0
GS2681,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,60718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,28,222,56468
GS2682,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,160099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10500,56,0,6035,21430,56420,65658
GS2684,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Mongolia,8178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8178
GS2685,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Mongolia,27691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,662,0,11209,2370,3450
GS2686,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Mongolia,11580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11580
GS2691,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Philippines,377137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15742,43069,95267,133121,89938
GS2707,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Laos,23686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8853,14833
GS2750,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Kenya,93060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10073,11906,15089,24698,31263,31
GS2751,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Tanzania,136573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,19125,12500,48676,34385,16769,4118
GS2758,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Honduras,1394859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13727,61000,243610,328946,65805,296116,385655
GS2763,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,265400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35734,124509,105157
GS2765,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Kenya,14770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8615,3026,2245,0,884,0,0
GS2766,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Laos,38164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38164
GS2767,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Transportation,Reduction,International,157291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,38827,28228,23253,20252,45898
GS2772,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Waste_Management,Reduction,United States of America,5258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,474,4711,0,0,0
GS2891,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,35078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8724,0,0,7900,12373,2459,3622
GS2892,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,51073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5000,4754,27668,3654,9981
GS2893,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,44753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,599,3623,5604,14416,8701,11794
GS2894,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,40913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3667,2389,16136,5473,13241
GS2895,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Sri Lanka,6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,1566,1115,193,1804,1283
GS2896,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Sudan,38257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,8861,22715,4710
GS2898,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Kenya,1023800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46892,59560,88079,233320,271548,173542,150859
GS2913,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Forestry_Land_Use,Removal,Costa Rica,52667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8978,0,0,0,0,7064,36625
GS2940,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Forestry_Land_Use,Removal,Panama,1499424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31682,32210,55139,67833,135208,325694,371529,480129
GS2951,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Forestry_Land_Use,Removal,Bolivia,213989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3275,117923,0,84795,0,7771,225
GS2990,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Forestry_Land_Use,Removal,Uganda,429732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623,4751,1914,0,105520,35944,170181,80548,29251
GS3007,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Forestry_Land_Use,Removal,Ethiopia,102960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27422,36832,23360,15346,0,0
GS3018,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Nepal,26649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5830,6063,12570,963,1187,0,36
GS3023,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Kenya,15498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4429,6116,158,45,2667,2083
GS3024,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,India,58401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19067,0,12007,417,19305,7605
GS3028,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,16373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16046,0,0,0,0,327,0,0
GS3039,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Forestry_Land_Use,Removal,Australia,178741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39440,36692,18750,52080,14403,5065,12311
GS3071,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Cameroon,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493,0,0,0,0,0,0
GS3072,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Agriculture,Reduction,India,89736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3869,75787,10080
GS3078,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Mozambique,18402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370,2220,386,0,9379,2109,1938
GS3079,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Kenya,4665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2585,2080,0,0,0
GS3080,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Kenya,4652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,347,0,2728,1448
GS3105,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,43093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,15224,7047,5260,398,7052
GS3106,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,55445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15883,3768,17352,2317,6361,2690,7074
GS3107,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,43304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2685,18042,11779,520,8203,2075,0
GS3108,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,43518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4628,18633,486,8236,3996,7539
GS3253,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,570758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42527,189538,169596,77769,91328
GS3262,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Eritrea,50450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,784,4024,12154,23184,9346
